state,district,season,crop,area,production
जम्मू और कश्मीर (Jammu and Kashmir ),पुलवामा,खरीफ ,उड़द,423,226
जम्मू और कश्मीर (Jammu and Kashmir ),उधमपुर,खरीफ ,उड़द,2121,1080
जम्मू और कश्मीर (Jammu and Kashmir ),कठुआ,खरीफ ,सूखी मिर्च,44,21.3
जम्मू और कश्मीर (Jammu and Kashmir ),डोडा,खरीफ ,जौ,34,9
जम्मू और कश्मीर (Jammu and Kashmir ),राजौरी,रबी ,रेपसीड और सरसों,1932,1347.7
जम्मू और कश्मीर (Jammu and Kashmir ),अनंतनाग,खरीफ ,मूंग (हरा चना),999,515
जम्मू और कश्मीर (Jammu and Kashmir ),कठुआ,रबी ,अलसी का बीज,69,25
जम्मू और कश्मीर (Jammu and Kashmir ),पुलवामा,खरीफ ,Cond-spcs अन्य,117,21
झारखंड (Jharkhand),बोकारो,सर्दी ,चावल,305.95,226
झारखंड (Jharkhand),गोड्डा,पतझड़ ,मक्का,4701.54,5655.95
झारखंड (Jharkhand),पश्चिम सिंहभूम,पतझड़ ,रागी,656.79,520
झारखंड (Jharkhand),साहेबगंज,सर्दी ,चावल,30849.59,36978.37
झारखंड (Jharkhand),कोडरमा,रबी ,आलू,459.09,3909
झारखंड (Jharkhand),दुमका,रबी ,आलू,1163.35,6158.77
झारखंड (Jharkhand),कोडरमा,सर्दी ,चावल,9461.03,4919.33
झारखंड (Jharkhand),कोडरमा,रबी ,आलू,264.67,2215.29
झारखंड (Jharkhand),गुमला,सर्दी ,चावल,71928.46,37786.42
झारखंड (Jharkhand),पलामू,रबी ,रेपसीड और सरसों,1922.06,1357
झारखंड (Jharkhand),गोड्डा,रबी ,मसूर,823.89,533
झारखंड (Jharkhand),हजारीबाग,रबी ,गेहूं,2176,4019
झारखंड (Jharkhand),दुमका,सर्दी ,चावल,56210.7,71950
कर्नाटक (Karnataka),चिकमंगलूर,खरीफ ,सूखी मिर्च,2702,1389
कर्नाटक (Karnataka),तुमकुर,रबी ,चावल,909,1963
कर्नाटक (Karnataka),रामनगर:,खरीफ ,नाइजर बीज,916,249
कर्नाटक (Karnataka),हसन,खरीफ ,अन्य खरीफ दालें,11141,5589
कर्नाटक (Karnataka),बेंगलुरू अर्बन,पूरे साल ,केला,408,13127
कर्नाटक (Karnataka),मैसूर,खरीफ ,आलू,116,718
कर्नाटक (Karnataka),कोडागू,पूरे साल ,सूखी मिर्च,260,1078
कर्नाटक (Karnataka),दावणगेरे,खरीफ ,सूखी मिर्च,1289,1707
कर्नाटक (Karnataka),कोलार,रबी ,लोबिया (लोबिया),19,7
कर्नाटक (Karnataka),दावणगेरे,खरीफ ,उड़द,18,5
कर्नाटक (Karnataka),हावेरी,पूरे साल ,गन्ना,7338,871388
कर्नाटक (Karnataka),मंड्या,रबी ,चावल,828,2628
कर्नाटक (Karnataka),मंड्या,ग्रीष्म ऋतु ,चावल,2797,7201
कर्नाटक (Karnataka),कोप्पल,रबी ,मक्का,617,1520
कर्नाटक (Karnataka),शिमोगा,रबी ,अलसी का बीज,6,2
कर्नाटक (Karnataka),कोलार,रबी ,रागी,74,108
कर्नाटक (Karnataka),उडुपी,रबी ,मूंगफली,1998,3138
कर्नाटक (Karnataka),चिकबल्लपुर,पूरे साल ,शकरकंद,9,153
कर्नाटक (Karnataka),मैसूर,ग्रीष्म ऋतु ,चावल,13655,40058
कर्नाटक (Karnataka),बेल्लारी,रबी ,चावल,490,1871
कर्नाटक (Karnataka),बीदरी,खरीफ ,कपास (लिंट),3616,3439
कर्नाटक (Karnataka),बंगलौर ग्रामीण,खरीफ ,चावल,685,2197
कर्नाटक (Karnataka),रामनगर:,खरीफ ,बाजरे,68,80
कर्नाटक (Karnataka),बंगलौर ग्रामीण,पूरे साल ,धनिया,37,13
कर्नाटक (Karnataka),हसन,रबी ,उड़द,139,73
कर्नाटक (Karnataka),कोलार,ग्रीष्म ऋतु ,सूरजमुखी,5,4
कर्नाटक (Karnataka),मैसूर,पूरे साल ,आलू,50,257
कर्नाटक (Karnataka),मंड्या,खरीफ ,रागी,41362,80042
कर्नाटक (Karnataka),दक्षिण कन्नड़,पूरे साल ,शकरकंद,202,1665
कर्नाटक (Karnataka),मंड्या,पूरे साल ,हल्दी,72,453
कर्नाटक (Karnataka),मैसूर,खरीफ ,ज्वार,39698,35995
कर्नाटक (Karnataka),शिमोगा,खरीफ ,अरंडी बीज,6,4
कर्नाटक (Karnataka),चित्रदुर्ग,रबी ,अन्य रबी दालें,99,12
कर्नाटक (Karnataka),कोडागू,खरीफ ,मटर और बीन्स (दालें),42,257
कर्नाटक (Karnataka),चिकमंगलूर,खरीफ ,अरहर / तुरई,930,217
कर्नाटक (Karnataka),चिकमंगलूर,पूरे साल ,हल्दी,30,143
कर्नाटक (Karnataka),चामराजनगरी,खरीफ ,मटर और बीन्स (दालें),624,5628
कर्नाटक (Karnataka),उत्तर कन्नड़,रबी ,मूंगफली,2200,3994
कर्नाटक (Karnataka),कोलार,खरीफ ,तिल,15,6
कर्नाटक (Karnataka),चिकमंगलूर,खरीफ ,तिल,3781,1397
कर्नाटक (Karnataka),बागलकोट,पूरे साल ,सन्नहम्पो,35,9
कर्नाटक (Karnataka),तुमकुर,खरीफ ,नाइजर बीज,1690,490
कर्नाटक (Karnataka),चित्रदुर्ग,खरीफ ,रागी,67022,124206
कर्नाटक (Karnataka),शिमोगा,पूरे साल ,तंबाकू,48,52
कर्नाटक (Karnataka),रामनगर:,पूरे साल ,सुपारी,1274,14190
कर्नाटक (Karnataka),मंड्या,पूरे साल ,हल्दी,94,407
कर्नाटक (Karnataka),बागलकोट,रबी ,सूखी मिर्च,610,1075
कर्नाटक (Karnataka),मंड्या,पूरे साल ,टैपिओका,2,17
कर्नाटक (Karnataka),कोलार,खरीफ ,सूरजमुखी,605,353
कर्नाटक (Karnataka),बेल्लारी,खरीफ ,अरहर / तुरई,5944,2451
कर्नाटक (Karnataka),दावणगेरे,ग्रीष्म ऋतु ,ज्वार,420,334
कर्नाटक (Karnataka),तुमकुर,खरीफ ,छोटे बाजरा,2668,960
कर्नाटक (Karnataka),बेल्लारी,ग्रीष्म ऋतु ,ज्वार,876,2497
कर्नाटक (Karnataka),धारवाड़,ग्रीष्म ऋतु ,सूखी मिर्च,182,325
कर्नाटक (Karnataka),दावणगेरे,रबी ,कुसुम,268,113
कर्नाटक (Karnataka),बीदरी,खरीफ ,बाजरे,5110,5772
कर्नाटक (Karnataka),तुमकुर,खरीफ ,कपास (लिंट),786,1186
कर्नाटक (Karnataka),बंगलौर ग्रामीण,खरीफ ,उड़द,296,96
कर्नाटक (Karnataka),चिकमंगलूर,खरीफ ,मूंगफली,4341,3122
कर्नाटक (Karnataka),चित्रदुर्ग,खरीफ ,छोटे बाजरा,8223,3232
कर्नाटक (Karnataka),बेलगाम,खरीफ ,मक्का,77884,224182
कर्नाटक (Karnataka),चामराजनगरी,पूरे साल ,नारियल ,7047,25095
कर्नाटक (Karnataka),बंगलौर ग्रामीण,ग्रीष्म ऋतु ,आलू,156,3401
कर्नाटक (Karnataka),दावणगेरे,रबी ,रागी,20,28
कर्नाटक (Karnataka),गदग,खरीफ ,चने की दाल,326,102
कर्नाटक (Karnataka),कोडागू,खरीफ ,रागी,12,10
कर्नाटक (Karnataka),बेंगलुरू अर्बन,ग्रीष्म ऋतु ,रागी,179,274
कर्नाटक (Karnataka),चिकबल्लपुर,खरीफ ,रागी,46858,69310
कर्नाटक (Karnataka),उत्तर कन्नड़,पूरे साल ,प्याज,85,886
कर्नाटक (Karnataka),रायचुर,रबी ,मूंगफली,30330,21869
कर्नाटक (Karnataka),बेलगाम,रबी ,प्याज,1107,2431
कर्नाटक (Karnataka),बागलकोट,खरीफ ,ज्वार,12363,24855
कर्नाटक (Karnataka),बीदरी,पूरे साल ,नारियल ,24,1158.96
कर्नाटक (Karnataka),बागलकोट,खरीफ ,मेस्टा,5,10
कर्नाटक (Karnataka),बेंगलुरू अर्बन,रबी ,अन्य रबी दालें,79,34
कर्नाटक (Karnataka),बेल्लारी,खरीफ ,अन्य खरीफ दालें,692,305
