state,district,season,crop,area,production
महाराष्ट्र (Maharashtra),सांगली,खरीफ ,कपास (लिंट),2600,8700
महाराष्ट्र (Maharashtra),सांगली,खरीफ ,अरहर / तुरई,13700,7000
महाराष्ट्र (Maharashtra),अमरावती (अमरावती),खरीफ ,मूंगफली,1000,1200
महाराष्ट्र (Maharashtra),पुणे,रबी ,कुसुम,600,
महाराष्ट्र (Maharashtra),हिंगोली,रबी ,अलसी का बीज,1000,400
महाराष्ट्र (Maharashtra),यवतमाली,पूरे साल ,अंगूर,21,563
महाराष्ट्र (Maharashtra),सिंधुदुर्ग,रबी ,मक्का,100,200
महाराष्ट्र (Maharashtra),परभनी,रबी ,अलसी का बीज,1400,300
महाराष्ट्र (Maharashtra),लातूर,रबी ,ज्वार,31900,23600
महाराष्ट्र (Maharashtra),नासिक,खरीफ ,छोटे बाजरा,37400,26800
महाराष्ट्र (Maharashtra),नागपुर,खरीफ ,उड़द,800,600
महाराष्ट्र (Maharashtra),नंदुरबारी,रबी ,ज्वार,283,358
महाराष्ट्र (Maharashtra),नासिक,खरीफ ,सोया बीन,362,552
महाराष्ट्र (Maharashtra),नागपुर,रबी ,गेहूं,88500,110600
महाराष्ट्र (Maharashtra),लातूर,ग्रीष्म ऋतु ,सूरजमुखी,500,300
महाराष्ट्र (Maharashtra),यवतमाली,खरीफ ,बाजरे,200,
महाराष्ट्र (Maharashtra),बीड,खरीफ ,बाजरे,122500,112800
महाराष्ट्र (Maharashtra),हिंगोली,रबी ,अलसी का बीज,5,2
महाराष्ट्र (Maharashtra),अहमदनगर (अहमदनगर),खरीफ ,सोया बीन,7500,10400
महाराष्ट्र (Maharashtra),नंदुरबारी,खरीफ ,मूंग (हरा चना),14000,9800
महाराष्ट्र (Maharashtra),वर्धा,पूरे साल ,अंगूर,11,295
महाराष्ट्र (Maharashtra),यवतमाली,रबी ,तिल,200,100
महाराष्ट्र (Maharashtra),रत्नागिरि,खरीफ ,रागी,18500,23300
महाराष्ट्र (Maharashtra),अमरावती (अमरावती),खरीफ ,उड़द,9900,5400
महाराष्ट्र (Maharashtra),पुणे,रबी ,अन्य रबी दालें,9900,3700
महाराष्ट्र (Maharashtra),कोल्हापुरी,खरीफ ,मक्का,3000,1800
महाराष्ट्र (Maharashtra),नांदेड़,ग्रीष्म ऋतु ,सूरजमुखी,1700,1100
महाराष्ट्र (Maharashtra),बीड,खरीफ ,मूंग (हरा चना),6100,1900
महाराष्ट्र (Maharashtra),बीड,खरीफ ,अरंडी बीज,1700,400
महाराष्ट्र (Maharashtra),वर्धा,ग्रीष्म ऋतु ,मक्का,500,500
महाराष्ट्र (Maharashtra),सोलापुर,रबी ,मक्का,13000,21400
महाराष्ट्र (Maharashtra),लातूर,रबी ,ग्राम,623,424
महाराष्ट्र (Maharashtra),रायगढ़,खरीफ ,मूंग (हरा चना),100,100
महाराष्ट्र (Maharashtra),पुणे,खरीफ ,अन्य अनाज और बाजरा,6000,3400
महाराष्ट्र (Maharashtra),नांदेड़,खरीफ ,छोटे बाजरा,700,600
महाराष्ट्र (Maharashtra),जलना,खरीफ ,सूरजमुखी,7200,3100
महाराष्ट्र (Maharashtra),गडचिरोली,खरीफ ,अन्य खरीफ दालें,1600,500
महाराष्ट्र (Maharashtra),जलगांव,खरीफ ,मूंगफली,6900,4500
महाराष्ट्र (Maharashtra),नंदुरबारी,खरीफ ,सोया बीन,162,224
महाराष्ट्र (Maharashtra),हिंगोली,रबी ,सूरजमुखी,2300,1500
महाराष्ट्र (Maharashtra),चंद्रपुर,रबी ,तिल,1000,300
महाराष्ट्र (Maharashtra),चंद्रपुर,खरीफ ,उड़द,300,100
महाराष्ट्र (Maharashtra),गडचिरोली,खरीफ ,मक्का,1700,4900
महाराष्ट्र (Maharashtra),हिंगोली,खरीफ ,ज्वार,50500,76500
मणिपुर (Manipur),बिश्नुपुर,पूरे साल ,गन्ना,120,3920
मणिपुर (Manipur),तामेंगलांग,खरीफ ,मटर और बीन्स (दालें),30,20
मणिपुर (Manipur),सेनापति,खरीफ ,अन्य खरीफ दालें,950,480
मणिपुर (Manipur),बिश्नुपुर,खरीफ ,चावल,19020,51410
मणिपुर (Manipur),बिश्नुपुर,पूरे साल ,बीन्स और मटर (सब्जी),415,2230
मणिपुर (Manipur),इंफाल पश्चिम,पतझड़ ,आलू,20,100
मणिपुर (Manipur),इंफाल पूर्व,सर्दी ,केला,20,260
मणिपुर (Manipur),उखरूल,पूरे साल ,केला,50,393
मणिपुर (Manipur),तामेंगलांग,पूरे साल ,सूखी मिर्च,330,200
मणिपुर (Manipur),थौबल,सर्दी ,चावल,11190,26540
मणिपुर (Manipur),छुरछंदपुर,पूरे साल ,केला,470,6050
मणिपुर (Manipur),छुरछंदपुर,पूरे साल ,सूखी मिर्च,4830,2900
मणिपुर (Manipur),बिश्नुपुर,खरीफ ,चावल,18360,48930
मणिपुर (Manipur),चंदेल,खरीफ ,मक्का,140,460
मेघालय (Meghalaya),दक्षिण गारो हिल्स,रबी ,अन्य रबी दालें,200,141
मेघालय (Meghalaya),री भोई,पूरे साल ,हल्दी,91,390
मेघालय (Meghalaya),दक्षिण पश्चिम गारो हिल्स,पूरे साल ,हल्दी,117,693
मेघालय (Meghalaya),री भोई,पूरे साल ,हल्दी,67,499
मेघालय (Meghalaya),वेस्ट गारो हिल्स,खरीफ ,सोंठ,2325,10781
मेघालय (Meghalaya),वेस्ट गारो हिल्स,खरीफ ,सोया बीन,141,103
मेघालय (Meghalaya),दक्षिण पश्चिम गारो हिल्स,पतझड़ ,चावल,5414,12334
मेघालय (Meghalaya),पूर्वी गारो हिल्स,पूरे साल ,सुपारी,796,752
मेघालय (Meghalaya),दक्षिण गारो हिल्स,पूरे साल ,टैपिओका,295,1649
मेघालय (Meghalaya),पूर्वी जयंतिया हिल्स,रबी ,अन्य रबी दालें,107,77
मेघालय (Meghalaya),पूर्वी जयंतिया हिल्स,पूरे साल ,टैपिओका,28,389
मेघालय (Meghalaya),पश्चिम खासी हिल्स,खरीफ ,मक्का,4617,6654
मेघालय (Meghalaya),पूर्वी जयंतिया हिल्स,पूरे साल ,हल्दी,863,4945
मेघालय (Meghalaya),पश्चिम खासी हिल्स,रबी ,अन्य रबी दालें,17,18
मेघालय (Meghalaya),पूर्वी जयंतिया हिल्स,पूरे साल ,शकरकंद,2031,5918
मेघालय (Meghalaya),री भोई,पूरे साल ,हल्दी,133,944
मेघालय (Meghalaya),पश्चिम खासी हिल्स,पूरे साल ,सुपारी,1224,1165
मेघालय (Meghalaya),वेस्ट गारो हिल्स,पूरे साल ,गन्ना,41,128
मेघालय (Meghalaya),दक्षिण गारो हिल्स,पूरे साल ,टैपिओका,296,1646
मिजोरम (Mizoram),लुंगलेई,पूरे साल ,गन्ना,76,481
मिजोरम (Mizoram),आईजौल (AIZAWL),पूरे साल ,टैपिओका,42,273
मिजोरम (Mizoram),चम्फाई,रबी ,चावल,10,9
मिजोरम (Mizoram),कोलासिब,खरीफ ,आलू,5,12
मिजोरम (Mizoram),आईजौल (AIZAWL),खरीफ ,कपास (लिंट),450,843
मिजोरम (Mizoram),आईजौल (AIZAWL),खरीफ ,चावल,26485,52774
मिजोरम (Mizoram),आईजौल (AIZAWL),खरीफ ,टैपिओका,20,331
मिजोरम (Mizoram),लुंगलेई,खरीफ ,चावल,7942,10190
नगालैंड (Nagaland),PHEK,रबी ,अलसी का बीज,600,270
नगालैंड (Nagaland),दीमापुर,खरीफ ,जूट,590,2280
नगालैंड (Nagaland),मोकोकचुंग,खरीफ ,मटर और बीन्स (दालें),180,120
नगालैंड (Nagaland),मोकोकचुंग,रबी ,तिलहन कुल,4200,3990
नगालैंड (Nagaland),मोकोकचुंग,खरीफ ,रागी,70,60
नगालैंड (Nagaland),दीमापुर,रबी ,गेहूं,370,630
नगालैंड (Nagaland),मोकोकचुंग,खरीफ ,रागी,60,50
नगालैंड (Nagaland),जुन्हेबोटो,रबी ,जौ,50,50
नगालैंड (Nagaland),कोहिमा,खरीफ ,ज्वार,130,90
नगालैंड (Nagaland),सोमवार,खरीफ ,सूरजमुखी,330,750
नगालैंड (Nagaland),PHEK,रबी ,सूरजमुखी,240,120
नगालैंड (Nagaland),जुन्हेबोटो,रबी ,मटर और बीन्स (दालें),700,690
नगालैंड (Nagaland),सोमवार,खरीफ ,ज्वार,250,20
नगालैंड (Nagaland),वोखा,खरीफ ,सोया बीन,1510,1840
नगालैंड (Nagaland),वोखा,रबी ,रेपसीड और सरसों,3240,2900
नगालैंड (Nagaland),वोखा,खरीफ ,मूंग (हरा चना),200,280
नगालैंड (Nagaland),तुएनसांग,खरीफ ,आलू,260,3960
नगालैंड (Nagaland),तुएनसांग,खरीफ ,छोटे बाजरा,1620,3120
नगालैंड (Nagaland),PHEK,खरीफ ,इलायची,400,60
नगालैंड (Nagaland),तुएनसांग,रबी ,जौ,600,1110
नगालैंड (Nagaland),वोखा,खरीफ ,चने की दाल,50,50
नगालैंड (Nagaland),मोकोकचुंग,खरीफ ,राइसबीन (नागदल),340,370
नगालैंड (Nagaland),किफायर,रबी ,मक्का,260,400
नगालैंड (Nagaland),किफायर,खरीफ ,छोटे बाजरा,100,60
नगालैंड (Nagaland),दीमापुर,खरीफ ,बाजरे,50,40
नगालैंड (Nagaland),कोहिमा,रबी ,अलसी का बीज,820,150
नगालैंड (Nagaland),सोमवार,खरीफ ,अरंडी बीज,130,120
नगालैंड (Nagaland),किफायर,खरीफ ,मूंगफली,30,30
नगालैंड (Nagaland),तुएनसांग,खरीफ ,चावल,16920,21300
उड़ीसा (Odisha),पुरी,ग्रीष्म ऋतु ,उड़द,508,154.4
उड़ीसा (Odisha),नुआपाड़ा,ग्रीष्म ऋतु ,चावल,320,380
उड़ीसा (Odisha),नयागढ़:,पूरे साल ,सूखी मिर्च,280,240
उड़ीसा (Odisha),बौध,पतझड़ ,मक्का,474,360
उड़ीसा (Odisha),बारगढ़,पूरे साल ,शकरकंद,1590,13100
उड़ीसा (Odisha),सुंदरगढ़,खरीफ ,अरहर / तुरई,7940,3870
उड़ीसा (Odisha),खोरधा,पूरे साल ,लहसुन,290,900
उड़ीसा (Odisha),ढेंकनाल,पूरे साल ,लहसुन,680,2140
उड़ीसा (Odisha),मयूरभंजी,पतझड़ ,मूंग (हरा चना),8,2.8
उड़ीसा (Odisha),पुरी,पूरे साल ,सूखी मिर्च,240,210
उड़ीसा (Odisha),कालाहांडी,पूरे साल ,तंबाकू,410,100
उड़ीसा (Odisha),बारगढ़,पतझड़ ,चावल,59000,47000
उड़ीसा (Odisha),जाजापुरी,खरीफ ,मूंगफली,9865,10110.4
उड़ीसा (Odisha),कोरापुट,खरीफ ,मक्का,16550,14520
उड़ीसा (Odisha),कंधमाली,सर्दी ,तिल,355,70
उड़ीसा (Odisha),कोरापुट,पतझड़ ,रागी,5927,3722.2
उड़ीसा (Odisha),ढेंकनाल,पूरे साल ,शकरकंद,3490,28990
उड़ीसा (Odisha),रायगढ़,सर्दी ,उड़द,2291,403.2
उड़ीसा (Odisha),कटक,ग्रीष्म ऋतु ,उड़द,1943,810.2
उड़ीसा (Odisha),भद्रक,ग्रीष्म ऋतु ,मूंगफली,144,127
उड़ीसा (Odisha),केंद्रपाड़ा,ग्रीष्म ऋतु ,मूंगफली,2399,2255.1
उड़ीसा (Odisha),बौध,खरीफ ,शकरकंद,240,2230
उड़ीसा (Odisha),ढेंकनाल,पतझड़ ,मक्का,163,134.4
उड़ीसा (Odisha),कोरापुट,रबी ,अरंडी बीज,600,170
उड़ीसा (Odisha),ढेंकनाल,पतझड़ ,उड़द,261,40
उड़ीसा (Odisha),ढेंकनाल,रबी ,गेहूं,38,50.8
उड़ीसा (Odisha),रायगढ़,सर्दी ,तिल,3896,1075.3
उड़ीसा (Odisha),बालेश्वर,सर्दी ,चावल,211000,302000
उड़ीसा (Odisha),अनुगुल,सर्दी ,चने की दाल,3146,767.6
उड़ीसा (Odisha),कालाहांडी,रबी ,ग्राम,5990,5240
उड़ीसा (Odisha),कोरापुट,पतझड़ ,रागी,12176,8317
उड़ीसा (Odisha),गजपति,पूरे साल ,प्याज,200,1840
उड़ीसा (Odisha),नबरंगपुरी,पूरे साल ,सूखी मिर्च,1843,1560
उड़ीसा (Odisha),पुरी,पतझड़ ,तिल,1,
उड़ीसा (Odisha),सोनेपुर,सर्दी ,उड़द,37,7.4
उड़ीसा (Odisha),कालाहांडी,खरीफ ,उड़द,4244,992.7
उड़ीसा (Odisha),कोरापुट,सर्दी ,मूंगफली,197,275.2
उड़ीसा (Odisha),सुंदरगढ़,रबी ,अरंडी बीज,165,40
उड़ीसा (Odisha),गंजम,ग्रीष्म ऋतु ,रागी,130,115.8
उड़ीसा (Odisha),जगतसिंहपुरी,ग्रीष्म ऋतु ,चने की दाल,208,67
उड़ीसा (Odisha),कोरापुट,सर्दी ,तिल,235,99.4
उड़ीसा (Odisha),कोरापुट,सर्दी ,मूंगफली,65,64.2
उड़ीसा (Odisha),संबलपुर,पतझड़ ,उड़द,161,45.6
उड़ीसा (Odisha),संबलपुर,खरीफ ,तिल,1725,382.9
उड़ीसा (Odisha),नयागढ़:,ग्रीष्म ऋतु ,चावल,1000,1000
उड़ीसा (Odisha),नुआपाड़ा,सर्दी ,आलू,20,143.5
उड़ीसा (Odisha),सुंदरगढ़,पूरे साल ,प्याज,1160,8700
उड़ीसा (Odisha),मयूरभंजी,पतझड़ ,उड़द,1093,221.9
उड़ीसा (Odisha),जाजापुरी,पतझड़ ,मूंगफली,100,46
उड़ीसा (Odisha),गजपति,ग्रीष्म ऋतु ,उड़द,7,1.6
उड़ीसा (Odisha),मयूरभंजी,सर्दी ,मूंग (हरा चना),357,89.6
उड़ीसा (Odisha),सोनेपुर,सर्दी ,चावल,82000,139000
उड़ीसा (Odisha),बलांगीर,सर्दी ,मूंगफली,24,22.1
उड़ीसा (Odisha),बारगढ़,ग्रीष्म ऋतु ,तिल,95,34.6
उड़ीसा (Odisha),केंदुझारी,सर्दी ,मूंगफली,220,125
उड़ीसा (Odisha),संबलपुर,पतझड़ ,चावल,36000,31000
उड़ीसा (Odisha),कटक,सर्दी ,मूंग (हरा चना),1156,323.7
उड़ीसा (Odisha),केंदुझारी,सर्दी ,गन्ना,260,7940
उड़ीसा (Odisha),रायगढ़,ग्रीष्म ऋतु ,चावल,4000,9000
उड़ीसा (Odisha),खोरधा,सर्दी ,रेपसीड और सरसों,32,7.7
उड़ीसा (Odisha),बलांगीर,खरीफ ,शकरकंद,3000,28540
उड़ीसा (Odisha),पुरी,सर्दी ,चने की दाल,1999,683.7
उड़ीसा (Odisha),मल्कानगिरी,सर्दी ,रागी,3298,2183.3
उड़ीसा (Odisha),पुरी,सर्दी ,गन्ना,47,2910
उड़ीसा (Odisha),खोरधा,खरीफ ,रागी,148,47.5
उड़ीसा (Odisha),बलांगीर,सर्दी ,मूंगफली,362,325.1
उड़ीसा (Odisha),अनुगुल,पतझड़ ,मक्का,948,675
उड़ीसा (Odisha),जगतसिंहपुरी,सर्दी ,चने की दाल,806,378.8
उड़ीसा (Odisha),देवगढ़:,ग्रीष्म ऋतु ,तिल,187,75
उड़ीसा (Odisha),बारगढ़,ग्रीष्म ऋतु ,मक्का,1,1.5
उड़ीसा (Odisha),खोरधा,सर्दी ,गन्ना,177,10048.1
उड़ीसा (Odisha),पुरी,सर्दी ,धान का खेत,139036,142956
उड़ीसा (Odisha),कोरापुट,सर्दी ,मक्का,162,70
उड़ीसा (Odisha),गजपति,खरीफ ,मूंग (हरा चना),817,217.7
उड़ीसा (Odisha),कंधमाली,रबी ,मक्का,50,70
उड़ीसा (Odisha),मल्कानगिरी,सर्दी ,तिल,15203,3299.1
उड़ीसा (Odisha),झारसुगुडा,पूरे साल ,प्याज,920,4180
उड़ीसा (Odisha),रायगढ़,खरीफ ,मेस्टा,60,240
उड़ीसा (Odisha),संबलपुर,ग्रीष्म ऋतु ,मूंग (हरा चना),236,116.1
उड़ीसा (Odisha),झारसुगुडा,पूरे साल ,सूखी मिर्च,1890,1470
उड़ीसा (Odisha),गंजम,ग्रीष्म ऋतु ,चावल,1000,3000
उड़ीसा (Odisha),रायगढ़,पतझड़ ,रागी,3995,2764.5
उड़ीसा (Odisha),बालेश्वर,रबी ,ग्राम,200,100
उड़ीसा (Odisha),देवगढ़:,ग्रीष्म ऋतु ,गेहूं,248,322.6
उड़ीसा (Odisha),कंधमाली,खरीफ ,उड़द,107,11.2
उड़ीसा (Odisha),ढेंकनाल,रबी ,मूंग (हरा चना),23900,5930
उड़ीसा (Odisha),सोनेपुर,खरीफ ,तिल,126,30.9
उड़ीसा (Odisha),संबलपुर,सर्दी ,आलू,320,2560.3
उड़ीसा (Odisha),संबलपुर,ग्रीष्म ऋतु ,मक्का,1,1
उड़ीसा (Odisha),नुआपाड़ा,सर्दी ,मूंगफली,249,250.5
उड़ीसा (Odisha),सुंदरगढ़,सर्दी ,रेपसीड और सरसों,691,154.8
उड़ीसा (Odisha),बलांगीर,खरीफ ,मेस्टा,2200,5160
उड़ीसा (Odisha),देवगढ़:,पतझड़ ,चावल,16000,16000
उड़ीसा (Odisha),गंजम,खरीफ ,ज्वार,321,198
उड़ीसा (Odisha),केंद्रपाड़ा,पूरे साल ,आलू,580,7950
उड़ीसा (Odisha),कोरापुट,खरीफ ,अरहर / तुरई,5740,2040
उड़ीसा (Odisha),रायगढ़,पूरे साल ,गन्ना,271,10779.8
उड़ीसा (Odisha),बलांगीर,पतझड़ ,तिल,2080,299.5
उड़ीसा (Odisha),ढेंकनाल,सर्दी ,आलू,280,3039.1
उड़ीसा (Odisha),सोनेपुर,ग्रीष्म ऋतु ,चावल,27000,106000
उड़ीसा (Odisha),सुंदरगढ़,सर्दी ,चने की दाल,3224,999.4
उड़ीसा (Odisha),केंद्रपाड़ा,पतझड़ ,चावल,2000,3000
उड़ीसा (Odisha),भद्रक,पूरे साल ,लहसुन,317,993
उड़ीसा (Odisha),कंधमाली,रबी ,अन्य रबी दालें,390,160
उड़ीसा (Odisha),रायगढ़,रबी ,रेपसीड और सरसों,935,106.6
उड़ीसा (Odisha),नयागढ़:,खरीफ ,मूंगफली,500,510
पुदुचेरी (Puducherry),पांडिचेरी,पूरे साल ,गन्ना,2074,297125
पुदुचेरी (Puducherry),पांडिचेरी,ग्रीष्म ऋतु ,चावल,2002,5804
पुदुचेरी (Puducherry),पांडिचेरी,रबी ,टैपिओका,7,120
पुदुचेरी (Puducherry),कराईकल,ग्रीष्म ऋतु ,चावल,153,383
पुदुचेरी (Puducherry),यानामी,सर्दी ,चावल,270,1123
पुदुचेरी (Puducherry),पांडिचेरी,रबी ,चावल,4223,13535
पुदुचेरी (Puducherry),कराईकल,खरीफ ,केला,15,398
पुदुचेरी (Puducherry),पांडिचेरी,खरीफ ,अन्य खरीफ दालें,3,2
पंजाब (Punjab),फरीदकोट,खरीफ ,ग्वार सीड,2,2
पंजाब (Punjab),बठिंडा,खरीफ ,चावल,107000,458000
पंजाब (Punjab),फरीदकोट,खरीफ ,ग्वार सीड,700,1200
पंजाब (Punjab),पठानकोट,खरीफ ,तिल,500,200
पंजाब (Punjab),लुधियाना,खरीफ ,तिल,100,100
पंजाब (Punjab),जालंधर,रबी ,मटर और बीन्स (दालें),100,100
पंजाब (Punjab),हितैषी (अमृतसर),खरीफ ,मक्का,4000,13000
पंजाब (Punjab),रूपनगर,रबी ,मसूर,1000,600
पंजाब (Punjab),फरीदकोट,खरीफ ,मूंगफली,200,100
पंजाब (Punjab),कपूरथला,खरीफ ,मक्का,2000,9000
पंजाब (Punjab),जालंधर,खरीफ ,मक्का,13000,36000
पंजाब (Punjab),फरीदकोट,पूरे साल ,ग्वार सीड,400,300
पंजाब (Punjab),नवांशहर,रबी ,जौ,3000,10000
पंजाब (Punjab),मानसा,खरीफ ,कपास (लिंट),91000,365000
पंजाब (Punjab),पटियाला,रबी ,गेहूं,266000,1197000
पंजाब (Punjab),हितैषी (अमृतसर),रबी ,मसूर,400,300
पंजाब (Punjab),जालंधर,रबी ,मसूर,100,100
पंजाब (Punjab),लुधियाना,पूरे साल ,गन्ना,100,6000
पंजाब (Punjab),रूपनगर,रबी ,गेहूं,87000,350000
पंजाब (Punjab),मानसा,खरीफ ,मूंग (हरा चना),400,300
पंजाब (Punjab),हितैषी (अमृतसर),खरीफ ,चावल,319000,972000
पंजाब (Punjab),गुरदासपुर,खरीफ ,कीट,100,0
राजस्थान (Rajasthan),धौलपुर,खरीफ ,मूंग (हरा चना),109,17
राजस्थान (Rajasthan),कोटा,पूरे साल ,हल्दी,5,4
राजस्थान (Rajasthan),जोधपुर,खरीफ ,कीट,170238,37864
राजस्थान (Rajasthan),बांसवाड़ा,खरीफ ,छोटे बाजरा,5203,519
राजस्थान (Rajasthan),दौसा,रबी ,ग्राम,17673,18421
राजस्थान (Rajasthan),भीलवाड़ा,खरीफ ,उड़द,36812,14235
राजस्थान (Rajasthan),बूंदी,रबी ,मसूर,3048,3411
राजस्थान (Rajasthan),बांसवाड़ा,खरीफ ,सोया बीन,7600,9700
राजस्थान (Rajasthan),जोधपुर,रबी ,गेहूं,35843,75319
राजस्थान (Rajasthan),उदयपुर,खरीफ ,सोया बीन,1564,1597
राजस्थान (Rajasthan),भीलवाड़ा,पूरे साल ,सूखी मिर्च,615,370
राजस्थान (Rajasthan),जालौर,पूरे साल ,शकरकंद,52,
राजस्थान (Rajasthan),भीलवाड़ा,खरीफ ,अन्य खरीफ दालें,1005,11
राजस्थान (Rajasthan),भीलवाड़ा,रबी ,अन्य रबी दालें,235,234
राजस्थान (Rajasthan),दौसा,खरीफ ,बाजरे,79242,82977
राजस्थान (Rajasthan),करौली,पूरे साल ,आलू,15,69
राजस्थान (Rajasthan),करौली,रबी ,गेहूं,64145,216835
राजस्थान (Rajasthan),दौसा,रबी ,गेहूं,89144,281950
राजस्थान (Rajasthan),अरूण (अजमेर),खरीफ ,सोया बीन,1,1
राजस्थान (Rajasthan),टोंकी,पूरे साल ,शकरकंद,1,5
राजस्थान (Rajasthan),उदयपुर,खरीफ ,सोया बीन,1751,1054
राजस्थान (Rajasthan),दौसा,खरीफ ,ज्वार,6089,5478
राजस्थान (Rajasthan),जोधपुर,खरीफ ,ज्वार,37606,20136
राजस्थान (Rajasthan),जालौर,खरीफ ,अन्य खरीफ दालें,54,5
राजस्थान (Rajasthan),अरूण (अजमेर),पूरे साल ,गन्ना,34,1816
राजस्थान (Rajasthan),भरतपुर,खरीफ ,चावल,3200,3300
राजस्थान (Rajasthan),झालावाडी,पूरे साल ,पपीता,5,35
राजस्थान (Rajasthan),करौली,पूरे साल ,धनिया,35,8
राजस्थान (Rajasthan),सीकर,खरीफ ,मूंगफली,9598,10887
राजस्थान (Rajasthan),अरूण (अजमेर),रबी ,जौ,24700,28900
राजस्थान (Rajasthan),झुंझुनूं,खरीफ ,बाजरे,250712,57908
राजस्थान (Rajasthan),दौसा,रबी ,जौ,5046,12599
राजस्थान (Rajasthan),धौलपुर,खरीफ ,कपास (लिंट),2,0
राजस्थान (Rajasthan),हनुमानगढ़ी,पूरे साल ,गन्ना,161,7691
राजस्थान (Rajasthan),जयपुर,पूरे साल ,तरबूज,3097,0
राजस्थान (Rajasthan),अलवारी (अलवर),पूरे साल ,अनार फल,23,0
राजस्थान (Rajasthan),हनुमानगढ़ी,खरीफ ,तिल,2668,2097
राजस्थान (Rajasthan),कोटा,रबी ,गेहूं,81551,296388
राजस्थान (Rajasthan),बूंदी,पूरे साल ,खट्टे फल,15,0
राजस्थान (Rajasthan),भरतपुर,खरीफ ,मूंगफली,164,179
राजस्थान (Rajasthan),डूंगरपुर,पूरे साल ,आलू,7,39
राजस्थान (Rajasthan),अलवारी (अलवर),रबी ,अन्य तिलहन,553,188
राजस्थान (Rajasthan),गंगानगर,खरीफ ,अरहर / तुरई,42,99
राजस्थान (Rajasthan),झालावाडी,खरीफ ,अरहर / तुरई,952,569
राजस्थान (Rajasthan),जैसलमेर,खरीफ ,मूंग (हरा चना),1708,504
राजस्थान (Rajasthan),हनुमानगढ़ी,रबी ,ग्राम,76635,43767
राजस्थान (Rajasthan),सिरोही,रबी ,गेहूं,22526,51029
राजस्थान (Rajasthan),बरनी,पूरे साल ,केला,1,
राजस्थान (Rajasthan),जोधपुर,खरीफ ,छोटे बाजरा,30,0
राजस्थान (Rajasthan),बरनी,पूरे साल ,शकरकंद,16,62
राजस्थान (Rajasthan),हनुमानगढ़ी,खरीफ ,कीट,30441,8291
राजस्थान (Rajasthan),पाली,खरीफ ,अरंडी बीज,3439,1445
राजस्थान (Rajasthan),जोधपुर,पूरे साल ,शकरकंद,5,3
राजस्थान (Rajasthan),जयपुर,खरीफ ,उड़द,3445,1248
राजस्थान (Rajasthan),धौलपुर,खरीफ ,मूंगफली,270,418
राजस्थान (Rajasthan),सीकर,खरीफ ,कीट,4107,314
राजस्थान (Rajasthan),अलवारी (अलवर),खरीफ ,अरहर / तुरई,4395,4347
राजस्थान (Rajasthan),हनुमानगढ़ी,खरीफ ,चावल,28345,86387
राजस्थान (Rajasthan),बाड़मेर,पूरे साल ,धनिया,4,3
राजस्थान (Rajasthan),भीलवाड़ा,खरीफ ,मक्का,158000,205000
राजस्थान (Rajasthan),टोंकी,रबी ,अलसी का बीज,10,6
राजस्थान (Rajasthan),पाली,पूरे साल ,गन्ना,1,61
राजस्थान (Rajasthan),अरूण (अजमेर),खरीफ ,कीट,1476,816
राजस्थान (Rajasthan),प्रतापगढ़,रबी ,गेहूं,44610,116629
राजस्थान (Rajasthan),भरतपुर,पूरे साल ,आम,73,0
राजस्थान (Rajasthan),बरनी,रबी ,मसूर,546,426
राजस्थान (Rajasthan),बांसवाड़ा,खरीफ ,कीट,20,3
राजस्थान (Rajasthan),जयपुर,रबी ,अन्य तिलहन,13607,6948
राजस्थान (Rajasthan),सीकर,खरीफ ,ज्वार,6,3
राजस्थान (Rajasthan),चित्तौड़गढ़,खरीफ ,उड़द,15722,5094
राजस्थान (Rajasthan),राजसमंद,खरीफ ,तिल,1684,124
राजस्थान (Rajasthan),गंगानगर,खरीफ ,कीट,1577,616
राजस्थान (Rajasthan),कोटा,खरीफ ,कपास (लिंट),7,2
राजस्थान (Rajasthan),अरूण (अजमेर),पूरे साल ,लहसुन,8,10
राजस्थान (Rajasthan),चित्तौड़गढ़,पूरे साल ,प्याज,762,3872
राजस्थान (Rajasthan),बीकानेर,खरीफ ,मूंगफली,46251,74423
राजस्थान (Rajasthan),झुंझुनूं,पूरे साल ,प्याज,1593,31860
राजस्थान (Rajasthan),राजसमंद,खरीफ ,कपास (लिंट),705,1229
राजस्थान (Rajasthan),झालावाडी,खरीफ ,ज्वार,10022,7022
राजस्थान (Rajasthan),कोटा,खरीफ ,चावल,4033,5957
राजस्थान (Rajasthan),भीलवाड़ा,खरीफ ,सोया बीन,1011,699
राजस्थान (Rajasthan),कोटा,पूरे साल ,आलू,244,2450
राजस्थान (Rajasthan),झालावाडी,रबी ,ग्राम,8762,7074
राजस्थान (Rajasthan),हनुमानगढ़ी,पूरे साल ,सूखी मिर्च,51,60
राजस्थान (Rajasthan),नागौरी,रबी ,ग्राम,26341,20797
राजस्थान (Rajasthan),उदयपुर,रबी ,गेहूं,79367,184713
राजस्थान (Rajasthan),भीलवाड़ा,खरीफ ,प्याज,200,600
राजस्थान (Rajasthan),अलवारी (अलवर),पूरे साल ,ग्वार सीड,34662,39916
राजस्थान (Rajasthan),बरनी,खरीफ ,अन्य खरीफ दालें,2,1
राजस्थान (Rajasthan),करौली,खरीफ ,कपास (लिंट),114,200
राजस्थान (Rajasthan),जयपुर,पूरे साल ,लहसुन,41,54
राजस्थान (Rajasthan),बीकानेर,पूरे साल ,लहसुन,2,2
